Square_Footage, Bedrooms, Bathrooms, Neighborhood, Year_Built, Garage_Size, Price
2149,6,4,Rural,1961,46,470675.05
921,3,4,Rural,1964,245,360165.35
2276,2,2,Suburban,1969,403,129335.05
1450,5,4,Rural,1962,695,233882.25
1338,3,3,Rural,2010,257,184813.99
2904,6,4,Suburban,1971,296,582950.55
1405,3,3,Urban,1980,237,130474.92
900,6,4,Suburban,1973,394,581147.85
1817,2,1,Rural,1952,628,497719.17
2281,2,3,Suburban,1984,278,551558.29
2587,2,4,Urban,1976,512,361260.55
1179,6,3,Urban,1975,669,405503.14
811,6,1,Suburban,1993,495,488402.81
2504,5,1,Rural,2001,399,503501.78
2371,5,1,Rural,2002,22,302403.3
1590,6,1,Suburban,1952,4,158401.53
2364,2,3,Rural,1980,701,308018.33
2645,4,4,Urban,1953,336,382298.06
1691,2,2,Rural,1981,714,389576.11
1146,3,4,Suburban,2014,634,211796.82
1112,6,4,Rural,1982,540,259332.54
2648,2,3,Rural,1990,765,357040.85
1284,3,4,Suburban,2000,378,130431.38
2831,2,1,Rural,1970,246,533399.99
1447,4,3,Rural,1965,343,128479.84
1753,6,4,Suburban,2018,400,154489.54
922,6,4,Rural,1958,725,455979.12
2206,3,2,Rural,1987,54,567936.36
1190,3,4,Urban,2015,318,565836.94
1623,5,3,Suburban,1999,393,379837.79
850,4,3,Rural,1963,360,502431.23
1733,6,2,Suburban,1992,73,321392.16
2245,3,2,Suburban,1967,684,373631.58
2610,2,4,Rural,1966,777,328778.87
997,3,2,Suburban,2003,186,208736.28
1644,6,1,Suburban,1967,454,572777.34
939,5,1,Urban,2008,568,220891.03
2301,6,3,Rural,1993,127,379533.58
2756,5,4,Rural,2014,127,269501.08
845,2,2,Suburban,1980,80,293214.66
2522,3,1,Urban,1989,314,118186.23
2652,3,4,Suburban,1955,532,331907.52
2576,5,1,Suburban,2019,124,597660.58
2938,5,3,Rural,1962,409,103930.25
2820,6,1,Rural,2009,186,527464.21
2555,5,3,Rural,1999,677,524550.38
1828,4,1,Suburban,1980,2,219131.9
2736,4,4,Suburban,2004,494,391662.19
929,5,3,Rural,1976,49,334761.21
1247,4,3,Urban,2017,269,504499.0
1286,3,2,Rural,1950,428,293417.13
2726,3,3,Suburban,1990,721,400883.77
1657,4,1,Rural,1974,484,534401.07
1590,2,1,Suburban,2011,571,487883.83
2114,5,4,Urban,2009,183,347992.24
1967,4,2,Rural,1973,321,264421.14
895,5,1,Suburban,1955,245,564094.48
1183,4,1,Suburban,2015,153,575404.65
2049,3,4,Rural,1979,588,538098.88
1728,6,3,Urban,1980,382,120545.65
2368,4,4,Suburban,1952,696,176910.57
846,5,1,Suburban,1982,61,355924.06
1918,5,2,Urban,2007,444,569058.82
979,4,2,Urban,2001,745,274519.3
2835,4,4,Rural,1973,345,165971.47
1779,2,2,Rural,1989,441,142467.22
2798,4,1,Suburban,1954,579,469858.28
1986,4,2,Suburban,1955,209,420536.19
1599,3,1,Urban,1952,124,301440.61
2160,6,2,Urban,2003,510,263017.9
1897,4,1,Rural,1990,800,587682.11
954,2,3,Rural,1985,138,336106.45
899,6,2,Suburban,2012,506,216415.62
2416,6,2,Suburban,1981,408,128338.94
1004,5,3,Suburban,1991,598,531190.98
2169,4,2,Rural,1973,711,514693.99
973,3,3,Rural,1976,444,150527.05
2622,3,4,Rural,1972,662,135269.92
1973,2,2,Rural,1950,702,282193.95
1632,4,1,Urban,1962,302,124354.27
2073,3,4,Suburban,1961,298,336028.56
894,4,4,Urban,2004,588,451458.95
2242,3,2,Urban,1961,191,111146.23
1623,3,2,Urban,1980,681,363725.54
1655,6,3,Suburban,2018,404,319278.88
1522,6,3,Suburban,1982,309,577527.61
1192,6,4,Suburban,1972,649,518308.84
1580,6,3,Suburban,1951,364,110735.49
873,4,4,Suburban,1995,447,193266.27
2787,6,3,Urban,2005,474,227748.99
2744,5,3,Rural,2005,286,167268.64
2043,4,3,Suburban,1986,22,290537.6
1268,5,2,Rural,2005,431,543427.16
1545,5,3,Rural,2012,408,510037.57
1134,3,2,Rural,1962,395,372436.23
1406,4,4,Urban,1975,547,196967.33
2947,6,2,Rural,1984,493,478247.51
1816,6,1,Urban,1998,364,511733.34
1536,2,1,Urban,1962,522,558592.4
2431,2,1,Suburban,1966,653,370890.85
1487,6,2,Urban,1981,326,371512.86
2396,2,4,Rural,2018,333,250201.69
2222,4,1,Rural,1983,465,161306.38
2098,4,3,Rural,1956,442,568709.44
2154,6,4,Suburban,1999,163,117493.25
2633,2,3,Rural,2010,747,315544.79
1230,3,3,Urban,1993,285,265902.48
2554,6,1,Rural,1979,528,357834.09
986,4,4,Urban,1968,529,196516.92
2390,4,4,Urban,1976,301,381524.01
2744,5,4,Rural,2016,229,476295.47
2407,3,2,Urban,2001,509,164887.62
2205,5,1,Urban,2020,718,214591.24
2429,6,2,Rural,1986,423,424165.42
2157,4,1,Suburban,2017,228,230029.53
862,4,4,Urban,2005,531,208891.7
1206,6,3,Suburban,1971,515,213103.87
2736,4,4,Rural,1977,343,344401.7
1248,3,4,Rural,2010,372,201801.63
1933,5,4,Rural,1988,740,510297.93
1985,4,2,Suburban,1987,127,553791.39
2751,5,1,Urban,1977,764,414565.07
2916,3,4,Rural,1977,319,407893.62
1984,6,3,Suburban,1998,101,562659.22
1287,3,1,Suburban,1963,725,454058.91
2703,6,3,Urban,1951,325,456155.76
2617,5,2,Urban,1983,124,224552.23
1844,4,2,Suburban,1951,49,511827.44
2288,6,2,Rural,2013,614,584704.67
2773,6,4,Suburban,2003,97,395783.5
2810,3,3,Rural,2007,372,587592.54
1178,2,1,Urban,1952,217,274433.52
2180,2,4,Suburban,1957,544,229252.8
1861,5,2,Rural,1965,269,287220.39
1940,5,1,Urban,1958,265,495320.64
1817,5,3,Rural,1957,166,533601.89
1059,5,2,Urban,1954,108,165681.76
1733,2,1,Rural,1968,54,465349.82
1810,6,4,Urban,2012,234,203865.25
1523,4,1,Rural,2006,407,272012.15
1405,2,4,Urban,2001,465,200893.87
1771,2,4,Urban,1964,761,542388.96
2992,4,3,Rural,2006,32,325187.37
1698,6,4,Rural,1999,205,280597.3
2422,5,1,Urban,2011,443,350423.37
2366,6,4,Rural,2011,554,144686.92
1475,3,2,Rural,2019,747,250026.01
1406,6,4,Rural,1964,332,102288.65
1436,6,4,Rural,2000,460,593812.37
1953,6,3,Rural,1966,463,218214.53
1304,5,4,Suburban,1994,33,127233.1
2546,5,3,Suburban,1954,220,324148.77
1192,3,4,Urban,1986,394,146186.41
1305,6,4,Rural,1984,152,273651.67
1500,6,1,Urban,2012,287,458283.73
1290,5,2,Suburban,2004,672,257005.02
1605,2,1,Urban,1951,569,573974.23
1950,3,4,Suburban,1958,190,107809.62
2302,6,2,Rural,1989,701,363352.99
1098,3,4,Rural,2001,251,126962.5
2407,6,2,Suburban,2010,597,344099.6
2018,6,2,Urban,1963,512,508849.76
1703,3,3,Urban,2001,364,432156.16
2514,2,2,Rural,1965,674,519317.82
1199,5,2,Urban,1967,457,574709.02
1996,2,3,Urban,1999,228,398382.53
2541,4,2,Urban,1972,169,545033.34
2982,5,4,Rural,1997,688,258756.63
972,5,3,Suburban,2009,14,442947.08
2739,5,3,Rural,1955,786,103220.02
1144,4,4,Suburban,1969,774,201281.93
1098,6,1,Suburban,1974,425,271634.8
928,4,3,Urban,1954,706,527665.39
1219,5,3,Rural,1953,121,378132.8
1818,2,1,Suburban,2006,789,431222.85
2587,3,4,Urban,1956,645,466953.6
2377,6,2,Urban,1958,435,476119.19
2577,3,4,Rural,1959,519,482577.69
2241,3,3,Suburban,1967,2,524888.77
1918,3,3,Suburban,1982,649,322210.45
2699,2,3,Rural,1980,235,318049.5
976,3,1,Urban,1974,31,561731.81
2059,6,3,Urban,2012,247,593490.07
1018,2,4,Suburban,1989,157,498907.59
1262,3,1,Urban,1971,276,368299.7
2710,5,2,Rural,1989,313,328071.17
2679,5,4,Suburban,1951,503,196645.89
1281,6,2,Rural,1986,367,315066.1
1649,2,4,Suburban,1999,308,114673.9
1248,4,2,Rural,1996,622,416370.32
1211,2,1,Suburban,1966,274,589788.82
928,6,3,Rural,1985,23,273345.15
2571,6,1,Urban,2020,22,515063.99
1529,4,2,Rural,1956,623,276441.76
1294,6,4,Rural,1957,187,550208.49
2829,3,4,Rural,1976,4,593599.0
1280,6,1,Rural,1976,224,260544.23
2126,2,1,Suburban,2020,523,484655.89
1625,5,1,Suburban,1990,69,364074.4
2126,5,4,Rural,1977,494,549106.71
2942,2,2,Rural,1955,292,261273.79
2140,6,1,Suburban,1955,524,458912.17
2187,3,2,Suburban,1998,431,176872.57
2105,3,3,Rural,2001,140,241479.3
2466,4,1,Urban,2014,32,509003.07
2444,3,3,Suburban,1953,265,374698.79
1935,5,3,Rural,2001,753,473656.14
1575,3,4,Urban,1976,787,427611.3
941,4,4,Suburban,1957,548,181956.06
1436,3,2,Urban,1987,95,161875.49
1912,2,2,Suburban,2008,174,204709.12
2800,3,2,Suburban,2011,453,546475.83
2819,2,2,Suburban,1975,509,273203.57
1132,6,2,Urban,1975,620,153928.28
1946,4,4,Rural,2000,37,507234.27
2245,4,1,Rural,1969,392,169915.32
2486,5,4,Rural,1982,267,355981.64
1871,5,1,Urban,1962,724,407542.18
2316,2,4,Urban,1957,322,230570.18
2810,2,4,Rural,1990,626,244055.9
2058,3,3,Rural,1976,525,437008.84
1078,6,3,Suburban,1960,197,153942.9
878,5,3,Suburban,1952,472,266159.6
1675,3,1,Rural,1996,379,281689.84
1727,4,4,Urban,1980,82,438974.31
2464,5,3,Urban,1964,688,242169.64
2069,2,4,Suburban,2020,305,188779.64
1065,6,2,Suburban,1955,370,346580.76
2618,6,1,Rural,2014,339,183367.98
1209,6,4,Rural,2005,309,425125.06
929,6,2,Rural,1970,730,390531.4
1933,3,3,Suburban,2008,506,212705.01
1059,3,3,Rural,1966,115,369603.14
2818,2,1,Urban,1989,332,488927.5
2967,6,1,Urban,1995,371,535872.99
2054,4,2,Suburban,2003,555,363059.27
2650,6,2,Urban,2003,33,450624.06
803,3,1,Urban,1955,116,304904.36
1120,3,2,Suburban,2018,497,537415.04
1608,5,4,Urban,1972,597,319749.14
1958,3,3,Urban,1950,216,461028.89
2660,6,1,Suburban,1975,481,459817.8
873,2,4,Urban,2011,656,585559.86
1982,3,3,Rural,1963,506,571702.04
2117,6,2,Suburban,1972,765,473246.07
1360,3,3,Rural,1969,492,535493.58
2433,2,2,Rural,1971,723,357419.93
805,5,1,Rural,2002,591,529055.93
1912,5,4,Urban,1970,69,554444.42
2551,3,4,Urban,1974,643,349503.54
1359,2,3,Rural,1993,41,224869.08
1809,2,4,Rural,1985,536,568249.16
2791,3,4,Rural,1983,160,271127.23
2208,5,3,Urban,2018,325,203728.14
2744,2,4,Suburban,1961,84,185689.56
1855,4,1,Rural,2014,200,150783.47
1752,3,3,Rural,2005,161,376286.3
2568,6,1,Suburban,1993,399,388133.03
2808,3,1,Suburban,1961,137,494673.65
1404,5,1,Suburban,1984,343,247440.64
1164,6,4,Suburban,1992,716,332699.51
2972,2,1,Rural,1983,454,347676.6
1075,6,2,Suburban,1978,761,488878.29
2250,2,3,Rural,1951,13,150474.23
858,2,1,Suburban,1956,609,163745.26
1198,5,4,Urban,1951,264,501622.89
2239,3,1,Rural,1994,64,408207.7
1237,2,4,Urban,1954,79,218542.61
1731,2,4,Rural,1979,166,211181.0
822,2,1,Rural,1995,627,543242.99
1114,4,1,Urban,2010,524,436564.71
2519,2,4,Urban,1973,687,447257.65
2542,5,1,Rural,1980,313,282107.57
1839,2,3,Rural,1969,29,532219.46
2119,4,3,Suburban,1992,693,104298.35
2250,4,4,Urban,1994,466,141457.06
1368,4,1,Rural,2011,224,256279.3
1502,5,4,Rural,1952,362,468607.22
2281,5,3,Suburban,1982,419,247661.17
2462,2,4,Suburban,1968,9,311336.18
2843,6,2,Rural,1996,649,533175.78
2816,2,3,Rural,2010,426,263041.88
2402,6,2,Suburban,1994,169,130459.95
2240,6,3,Rural,1975,120,203417.91
896,6,1,Urban,2006,35,161299.46
1483,3,1,Rural,1967,590,167547.97
838,4,2,Rural,1979,625,269671.31
2324,4,2,Suburban,2011,642,555095.86
1711,4,1,Rural,2015,105,140392.73
2501,6,3,Urban,1956,495,442761.72
2464,6,1,Urban,1962,696,438021.62
1305,5,3,Urban,2018,147,228228.28
2706,4,3,Urban,1955,545,255481.71
2463,2,4,Urban,1979,445,225452.22
2012,4,2,Rural,2018,619,210211.46
1687,2,1,Rural,1997,723,245323.5
822,3,1,Urban,2019,334,449200.5
2759,5,4,Suburban,1985,358,196358.12
1351,5,1,Urban,1986,316,230770.57
2289,4,3,Suburban,1953,293,535700.43
2372,5,3,Suburban,1973,730,403873.84
1206,5,2,Suburban,1994,95,438878.72
1316,2,4,Urban,2000,281,382967.96
2665,3,1,Rural,1993,687,172770.87
1608,4,4,Urban,2017,688,539066.17
2146,6,4,Suburban,2008,172,378184.45
1749,5,2,Suburban,2019,360,268308.57
2428,5,3,Urban,2005,142,599707.86
1076,2,2,Suburban,1959,365,258060.33
1565,5,2,Suburban,1988,611,295091.09
2853,4,2,Urban,1967,573,482081.06
1792,6,2,Urban,1985,151,238959.62
1431,6,1,Rural,1953,628,127865.47
1436,5,3,Suburban,1955,378,563819.28
2717,2,3,Rural,1980,12,120084.38
855,5,3,Urban,1986,257,591915.8
1809,3,4,Urban,2016,16,242698.89
2613,3,4,Suburban,1956,453,275577.13
1087,5,2,Urban,1980,163,375803.28
1644,4,2,Suburban,1979,577,509249.43
810,2,2,Urban,1959,651,575975.2
1839,3,3,Suburban,1960,58,377542.29
2448,2,4,Suburban,1998,672,472075.07
1336,2,4,Suburban,1968,560,213748.24
1688,5,3,Rural,1992,152,460515.53
1211,6,3,Rural,1956,37,232685.45
1545,2,3,Urban,1975,382,483626.69
1656,5,2,Suburban,1968,670,209515.88
1155,2,3,Rural,2016,708,131166.69
1954,2,2,Urban,2020,355,110819.96
2028,6,4,Rural,1979,395,557422.94
2293,6,4,Suburban,1956,245,115759.35
2488,6,1,Rural,1985,600,106980.6
1888,6,3,Suburban,2010,505,594827.09
2941,6,1,Rural,1968,346,399948.92
2725,2,2,Suburban,2017,609,428732.38
1592,2,3,Suburban,1963,12,159856.41
1876,3,1,Urban,1977,163,538836.97
2532,3,4,Urban,1968,380,384503.27
2289,4,1,Urban,2010,603,174011.99
2033,2,4,Urban,1967,360,203814.32
1959,4,3,Rural,1972,640,564353.97
1487,2,4,Rural,1992,279,300267.55
2987,6,1,Suburban,2008,687,363709.5
2599,2,3,Suburban,1985,702,259720.72
1902,4,1,Rural,1956,90,249126.76
2651,3,1,Suburban,1963,688,448452.37
2932,6,1,Rural,1999,269,160980.63
1173,5,1,Urban,1999,571,590489.29
2155,4,3,Suburban,2018,308,596304.09
869,5,4,Suburban,1982,455,292227.29
1687,5,4,Rural,2006,48,124350.5
2685,2,4,Suburban,1965,442,195414.88
1822,3,3,Urban,1979,65,495996.97
1457,3,4,Suburban,2004,223,130804.38
2575,5,4,Rural,1951,699,268054.54
2839,2,2,Suburban,1993,21,236903.98
2035,6,3,Urban,2009,140,308108.61
2137,3,2,Rural,2018,566,170465.91
2592,6,1,Suburban,1966,775,517238.79
2045,3,2,Urban,2007,676,190239.29
1410,5,2,Suburban,2015,790,502871.05
2238,2,3,Suburban,1984,5,152257.17
848,2,4,Urban,1966,88,516087.27
1993,2,2,Suburban,1974,644,568880.2
2499,2,3,Suburban,1977,696,270549.33
954,4,4,Rural,2012,226,187492.52
1502,6,4,Urban,1981,328,575153.32
1838,4,1,Suburban,1973,766,445772.71
2936,4,2,Urban,1952,451,263393.09
2071,3,4,Urban,1954,561,463882.65
1149,2,2,Urban,1975,526,229762.08
1638,3,2,Urban,1983,24,261588.56
957,4,1,Rural,1954,423,339170.02
2717,6,3,Suburban,2014,693,311368.91
2056,5,2,Urban,1989,786,554828.92
1383,3,1,Urban,1964,671,586128.25
1803,2,2,Urban,1968,385,269552.56
1358,6,1,Rural,1991,107,451680.65
1359,2,4,Suburban,1996,247,519310.85
2933,6,2,Urban,2007,46,565936.08
1714,3,4,Urban,1955,71,133367.14
2480,2,1,Rural,1963,62,198586.38
1732,5,3,Suburban,2014,529,144056.91
2133,6,4,Suburban,1958,151,463308.47
2042,3,4,Urban,1960,445,505788.83
2422,3,3,Rural,1956,696,403561.0
1985,5,1,Urban,1992,515,338069.24
1694,5,4,Rural,1989,106,444554.59
2444,5,3,Urban,1990,266,570736.02
2887,4,3,Suburban,2011,751,446430.42
2070,3,4,Rural,1994,535,260216.12
2195,2,2,Suburban,1983,548,300494.4
1820,4,1,Urban,1977,467,410578.25
1620,5,4,Rural,2019,371,451554.35
2597,4,3,Urban,1997,747,345221.61
1855,3,4,Rural,1981,278,241247.12
2407,5,3,Rural,2002,68,171792.56
1803,5,2,Rural,1959,497,271786.67
1657,4,2,Suburban,1951,144,357955.38
1086,3,1,Rural,1998,344,318170.32
2582,4,1,Rural,1960,652,263901.6
2182,6,3,Suburban,1982,488,511600.2
2863,6,3,Suburban,1986,497,198208.44
2760,3,2,Suburban,1983,430,379646.96
2721,6,4,Rural,1954,595,409207.76
2367,2,3,Rural,1956,250,335682.95
2419,3,2,Rural,1953,320,179274.1
1829,3,3,Rural,1994,163,293269.93
2849,5,1,Rural,1987,571,301783.76
980,2,1,Suburban,1973,394,566631.92
1097,5,4,Suburban,1987,800,529134.33
1004,5,4,Suburban,2006,323,124992.37
903,4,3,Urban,1997,305,271175.04
2221,2,4,Rural,1992,210,294737.27
978,2,3,Suburban,1986,633,343010.62
2195,6,3,Suburban,1954,405,508089.06
1161,6,2,Rural,1988,52,569403.98
2437,4,1,Suburban,1986,524,443443.63
1056,4,1,Suburban,1967,30,553950.06
2920,5,4,Urban,1970,718,417390.37
1243,3,4,Urban,1955,713,461961.15
1934,5,4,Suburban,1987,244,155120.19
2354,4,4,Rural,2008,429,365795.91
1145,6,1,Suburban,1968,270,204928.04
1024,6,2,Urban,2002,62,156773.17
888,3,3,Suburban,2017,201,448012.71
1752,4,2,Suburban,2013,760,544417.8
1616,4,3,Urban,2002,97,543851.61
801,4,1,Suburban,1990,201,456595.94
1349,3,3,Suburban,1971,488,262974.36
1208,2,2,Suburban,1951,668,166852.47
2616,4,2,Suburban,1994,667,522745.02
1665,6,4,Suburban,1997,50,365162.81
2384,6,1,Rural,2017,767,449105.31
2583,6,1,Suburban,1961,657,389592.19
2657,3,4,Suburban,1986,110,444012.63
1243,3,2,Urban,1954,745,354116.94
810,3,2,Rural,1952,366,177773.23
1775,4,1,Suburban,1969,249,596322.43
2634,3,3,Urban,1986,633,471831.78
1995,4,2,Urban,1985,597,499995.58
2983,6,1,Rural,1989,464,229670.42
1395,6,4,Urban,1988,566,196580.24
1956,6,4,Rural,2002,40,481054.92
1870,5,1,Urban,1971,211,322429.89
1492,3,1,Urban,1967,322,525339.87
2715,5,2,Suburban,1958,791,358432.07
2102,2,4,Suburban,1964,205,281088.7
1937,4,1,Suburban,1990,768,238809.75
1873,2,1,Suburban,2017,601,205834.84
1950,3,3,Urban,2002,237,144786.35
2616,3,3,Rural,1968,396,107697.41
2177,4,3,Rural,2000,675,163273.41
1834,6,1,Rural,1959,793,177341.4
2430,4,4,Suburban,2019,370,490356.5
1706,3,4,Urban,1997,507,302084.18
1396,3,1,Urban,2010,570,478691.87
1700,6,3,Suburban,2019,524,409159.57
1995,4,2,Suburban,2003,756,341208.41
2781,2,1,Urban,2000,174,148682.12
1755,5,4,Urban,1960,761,428283.42
2964,5,4,Suburban,1988,36,509561.87
2083,2,3,Urban,1981,399,341439.57
922,6,4,Urban,1999,242,178037.32
1621,2,2,Suburban,1953,110,433673.17
1972,5,1,Suburban,1987,630,176801.78
2811,5,3,Urban,2000,232,468451.62
2218,3,4,Rural,2015,539,275786.6
2973,4,3,Rural,2012,59,475767.42
2687,4,4,Suburban,1955,347,277946.18
2949,5,2,Urban,2008,493,101590.68
2169,5,2,Rural,2009,298,504096.57
1648,3,3,Rural,1983,490,515185.19
2464,3,1,Suburban,1972,129,561648.17
1268,2,2,Suburban,1970,159,479060.78
2236,4,2,Urban,1965,530,283410.71
815,6,1,Suburban,2007,229,260787.19
1958,3,4,Urban,2019,792,453060.44
1289,4,3,Urban,1995,270,355734.69
2920,5,1,Rural,1958,328,464932.33
2413,3,4,Rural,2017,735,104682.62
1922,2,1,Suburban,1987,546,392747.95
2208,2,2,Rural,2009,449,460140.9
2331,2,2,Suburban,1966,45,245181.2
1809,4,1,Rural,2006,427,574003.64
2835,5,1,Urban,2006,673,356005.07
1765,3,4,Suburban,1988,210,332475.38
2456,4,2,Rural,2019,114,321832.26
2659,6,4,Suburban,1975,749,502721.6
2447,6,3,Rural,1955,613,309969.03
2926,6,1,Suburban,1961,50,480345.05
1602,3,2,Rural,1975,63,502260.93
1101,6,1,Rural,1950,21,241533.05
2691,3,4,Urban,1967,395,463920.43
839,2,4,Urban,1953,396,321463.59
1261,3,4,Suburban,1961,483,108131.42
2473,6,2,Suburban,2011,390,539178.06
2365,2,3,Urban,1997,276,585746.64
2523,4,1,Suburban,2003,61,516838.59
1473,2,1,Suburban,2006,305,491281.15
2396,4,3,Rural,1998,429,572038.78
1469,3,1,Rural,2009,185,154428.52
1902,5,1,Rural,2019,84,216832.89
1486,6,4,Suburban,1969,772,169198.24
816,4,4,Rural,2011,41,563152.02
2508,3,1,Suburban,1972,755,316526.37
2522,2,3,Suburban,1953,771,515798.37
2352,5,3,Rural,2006,345,457734.85
1504,4,4,Urban,1973,274,158420.01
2498,3,1,Suburban,2014,522,188727.74
1695,6,1,Rural,1950,411,188581.31
907,5,4,Urban,1961,581,336072.91
1474,4,1,Urban,1961,546,193378.22
2979,6,1,Rural,1969,394,423153.85
984,5,3,Urban,1966,246,577677.74
2099,3,1,Urban,1975,76,594136.56
2244,2,3,Rural,2009,184,509599.7
2543,2,3,Rural,1964,586,399404.37
2163,6,1,Rural,1998,695,209593.09
1852,4,4,Urban,1999,2,392054.97
952,6,1,Rural,2004,289,350979.6
1282,4,2,Suburban,1978,43,491364.46
2122,2,4,Urban,1978,275,499747.24
2540,5,3,Rural,2016,385,279327.4
821,2,1,Suburban,2017,372,292178.15
2726,5,2,Suburban,1984,535,190759.34
2761,4,2,Urban,1994,647,288350.4
2717,6,4,Urban,2013,135,535785.52
1288,2,1,Rural,1988,389,311490.98
1234,6,1,Rural,2010,42,174564.58
1350,5,1,Rural,1951,194,167762.34
1710,6,3,Rural,1995,795,240959.08
1521,5,1,Rural,1985,634,328646.97
1410,4,1,Suburban,2020,422,302661.39
1783,2,3,Rural,1984,601,361182.21
2731,5,3,Suburban,1974,3,534372.4
1608,4,4,Suburban,1977,729,342206.6
1411,6,3,Rural,1953,617,586012.1
2260,6,3,Suburban,1977,620,412450.24
1714,6,4,Urban,2002,37,398517.9
2209,4,2,Rural,2020,327,206657.41
1904,2,2,Suburban,2014,254,233340.68
2462,4,2,Urban,1959,343,205137.85
2759,5,1,Suburban,1983,350,239447.2
949,4,2,Rural,1957,436,148051.88
1010,5,1,Rural,2001,569,413926.63
2686,3,1,Suburban,2019,595,164900.28
1897,3,1,Suburban,1994,100,459392.83
2546,6,2,Rural,2005,475,293209.71
1365,6,4,Urban,1954,649,211361.64
1186,3,4,Rural,1981,491,285230.34
2457,3,1,Rural,1953,198,530724.91
2407,4,1,Rural,1950,627,561623.74
2166,2,1,Rural,1964,486,480652.87
2020,4,4,Urban,1970,281,209307.88
854,4,1,Urban,2007,181,239340.77
2687,6,1,Rural,1973,9,299585.73
827,6,3,Urban,1955,577,506057.65
2162,3,1,Suburban,2015,209,205566.76
1702,3,4,Urban,1984,165,202203.13
1325,5,2,Suburban,1974,275,222061.04
2997,4,1,Rural,2002,308,240476.02
2854,6,3,Urban,2000,693,584495.8
1404,6,4,Suburban,1953,548,197830.55
1097,2,3,Rural,1969,85,354836.13
2099,5,1,Urban,1988,762,140749.75
1533,3,2,Suburban,1981,271,272792.61
2682,5,3,Urban,1981,450,349111.1
1611,3,4,Rural,1951,631,447788.35
1710,5,4,Urban,1961,65,132370.4
1891,5,1,Rural,1976,134,439045.09
2245,4,2,Urban,1961,370,432349.9
2712,2,4,Suburban,2004,50,485154.35
1487,6,1,Urban,1962,209,590524.47
2192,3,1,Suburban,2001,53,167458.6
1226,3,2,Urban,1968,739,554630.6
1127,5,4,Urban,1968,742,510027.31
981,4,3,Suburban,2002,583,345675.34
1361,5,1,Suburban,2007,84,309943.62
924,2,1,Rural,1996,675,306040.53
1253,2,3,Urban,1969,405,315313.89
1515,4,1,Suburban,2007,294,152194.66
2126,5,1,Suburban,1954,40,258007.04
2926,2,1,Suburban,1969,658,117041.66
2972,4,3,Suburban,1986,755,372749.23
2295,4,1,Urban,1998,52,404660.6
2660,5,1,Urban,1955,2,221807.81
2470,6,3,Urban,2002,632,448030.54
830,3,3,Suburban,1971,620,415655.03
2928,5,4,Urban,1973,404,326339.53
825,4,4,Urban,1977,112,153548.27
1334,2,3,Suburban,1976,547,181794.01
1160,2,3,Urban,1977,513,584361.13
2312,6,4,Urban,1957,456,508264.25
815,6,3,Urban,2012,358,210707.19
1921,6,2,Rural,1954,560,452487.6
2093,4,2,Urban,1978,600,538823.42
1304,3,3,Suburban,1973,26,480908.72
1486,6,4,Urban,1950,640,503485.68
1486,5,2,Rural,1979,435,469679.62
2141,6,4,Rural,1980,183,106671.18
2464,6,4,Suburban,1953,27,540271.18
1097,2,4,Rural,1996,286,105521.18
1335,4,2,Urban,2005,572,104870.98
2907,4,4,Urban,1984,645,229885.75
2611,5,1,Rural,1996,282,389253.83
1250,2,2,Rural,2016,282,237909.28
1960,3,3,Rural,1952,442,195415.14
1192,2,1,Suburban,2014,54,434028.21
905,3,3,Suburban,2002,451,495722.89
1942,6,1,Rural,2018,528,206235.66
1924,4,1,Urban,1979,22,465574.97
2228,5,3,Rural,1971,731,485117.18
2087,2,4,Suburban,1975,140,469808.94
1750,3,4,Rural,2012,782,291552.02
1459,2,2,Suburban,1992,676,227472.05
1269,5,2,Urban,1958,18,303928.04
2394,3,2,Urban,1998,553,372577.69
2551,4,2,Rural,1950,218,292742.09
2228,3,3,Rural,1980,408,513462.85
855,3,2,Suburban,1984,363,557380.0
842,4,4,Rural,1965,98,589049.78
1909,5,2,Urban,2015,687,489210.31
2235,5,1,Urban,1974,69,466202.64
1213,6,4,Rural,2011,111,289877.38
2990,6,4,Urban,2011,399,458106.49
1381,3,1,Rural,2017,746,274195.06
2560,2,3,Suburban,1984,443,426523.12
1016,5,2,Rural,1986,358,348992.88
1015,2,2,Rural,2017,128,157898.04
1612,2,4,Rural,1955,708,210586.07
897,5,3,Suburban,2003,412,578574.1
2676,2,4,Rural,1951,74,413084.7
1322,6,1,Rural,1988,580,296367.77
1581,3,4,Suburban,1984,269,168089.54
2210,4,3,Suburban,1998,715,432298.13
872,6,1,Urban,1992,322,491049.04
2568,4,1,Rural,1976,125,301525.46
2076,4,4,Urban,1955,185,384210.11
978,3,2,Urban,1980,780,275352.26
970,4,3,Suburban,2019,435,222573.59
1161,3,2,Urban,1956,440,578760.57
2053,2,3,Rural,1956,334,376896.7
